 5053        5624        3375        1842        3827        804        3161        2796        2357        2939         ,,,,,,,
 2638        2272        2826        259        1588        1247        2040        1287        7435        5569         ,,,,,,,
 2533        4931        2896        2793        1567        4850        2209        2028        3349        3160         ,,,,,,,
 3814        5376        3013        2582        2627        2733        954        1412        759        570         ,,,,,,,
 2807        1731        2694        1719        6753        2658        7403        2493        3976        4219         ,,,,,,,
 2677        7445        1255        5035        1793        2440        2090        6326        300        2471         ,,,,,,,
 930        3923        4582        2978        1032        1563        327        6210        3451        4847         ,,,,,,,
 3008        1194        2407        4277        609        4831        698        711        3239        603         ,,,,,,,
 1632        2456        1176        1990        1355        171        4386        707        1898        2967         ,,,,,,,
 705        941        1660        2367        1542        4413        2369        3485        3393        779         ,,,,,,,
 2067        5391        2427        1399        2153        3385        2535        3630        479        4492         ,,,,,,,
 1797        2311        1826        4570        955        3738        1629        585        2928        2624         ,,,,,,,
 561        2467        2133        3312        4322        3327        5145        3172        3784        2004         ,,,,,,,
 1403        5677        3312        1345        1354        924        2322        4910        8448        2501         ,,,,,,,
 1878        2195        3318        243        3160        348        2077        2184        2787        957         ,,,,,,,
 5120        2426        4360        631        4519        3644        4412        2464        8888        322         ,,,,,,,
 2425        3476        2885        2297        2828        4880        636        1411        7696        1879         ,,,,,,,
 2384        3419        2523        1503        2653        1384        443        1866        3127        708         ,,,,,,,
 1623        2424        683        2799        1433        1193        4045        2631        3636        2791         ,,,,,,,
 285        426        1376        2464        411        1357        4861        6605        813        5145         ,,,,,,,
 4103        1017        543        3485        1510        3600        2410        1779        2793        1890         ,,,,,,,
 7222        2433        757        3109        384        3037        1332        1855        333        3306         ,,,,,,,
 6675        3035        3114        1796        8888        1038        1891        4200        501        2890         ,,,,,,,
 3182        1820        1382        1316        2151        1968        575        3077        1047        1918         ,,,,,,,
 4171        4660        2820        318        1084        4070        1668        3580        2100        4265         ,,,,,,,
 5041        3870        1604        2494        1358        2946        6205        3225        3970        2157         ,,,,,,,
 2283        1867        1332        3442        2979        1959        4345        2552        1584        1224         ,,,,,,,
 2258        1990        2476        1726        1684        7750        411        3932        1117        2881         ,,,,,,,
 1456        1118        3949        3886        1251        2266        1296        3369        483        2266         ,,,,,,,
 2077        1798        1396        1849        3231        5031        3277        1392        1213        679         ,,,,,,,
 2041        1934        2967        2413        3719        1694        1646        4093        3250        1820         ,,,,,,,
 2026        959        3554        2547        165        2359        4935        5783        1773        4635         ,,,,,,,
 1312        2596        1847        2062        2048        4289        4863        1821        2024        6107         ,,,,,,,
 1680        4983        1580        2701        1754        3669        5444        2312        3043        5173         ,,,,,,,
 954        2338        3264        2729        1125        1379        1153        306        1375        6274         ,,,,,,,
 2155        2040        2427        3688        2277        1650        2366        72        1345        3137         ,,,,,,,
 4696        915        2045        2346        4640        3024        5493        1118        2945        2624         ,,,,,,,
 2332        4332        2497        2214        2114        2137        4034        1459        2308        3557         ,,,,,,,
 1427        3487        939        1290        1438        2437        5516        4234        6142        2289         ,,,,,,,
 1384        3300        3547        1483        3158        2566        1401        4291        4074        2192         ,,,,,,,
 6612        4316        1168        2930        1269        3240        4427        1586        1388        4178         ,,,,,,,
 2163        1812        2816        905        2463        6912        3121        1992        2986        1918         ,,,,,,,
 956        1006        2470        3829        699        3040        5519        2646        4136        2126         ,,,,,,,
 1365        366        2062        3691        1909        2891        4443        3236        1263        195         ,,,,,,,
